conversation_ID,floor_transfer_offset,conversation_time,t1_speaker,t2_speaker,t1_seq_initiating,t1_seq_responding,t1_seq_backchannel,t2_seq_initiating,t2_seq_responding,t2_seq_backchannel,t1_proc_clauses,t2_proc_clauses,t1_proc_frequency,t2_proc_frequency,t1_proc_concreteness,t2_proc_concreteness,t1_nonv_speaker_gaze,t1_nonv_listener_gaze,t1_nonv_pitch,t1_oth_sex,t2_oth_sex,t1_proc_speechrate,t2_proc_speechrate,t1_proc_duration,t2_proc_duration
DVA2C,0.6800000000000637,565.06711,2,1,no,no,no,no,no,yes,1,NA,620.5,NA,2.3,NA,x-g,g,low,F,M,1.225962137327708,1.3364652115000197,2.099999999999909,0.10000000000002274
DVA2C,0.75,565.84711,1,2,no,no,yes,no,no,no,NA,3,NA,296,NA,2.178666666666666,g,g,mid,M,F,1.3364652115000197,1.185753921217678,0.10000000000002274,5.383999999999901
DVA2C,0.41800000000000637,571.98111,2,1,no,no,no,no,no,yes,3,1,296,444,2.178666666666666,2.47,g,g,low,F,M,1.185753921217678,1.4587303759167805,5.383999999999901,0.14000000000010004
DVA2C,0.08999999999991815,572.53911,1,2,no,no,yes,yes,no,no,1,1,444,583,2.47,1.135,g,g,mid,M,F,1.4587303759167805,1.358658853063241,0.14000000000010004,0.35000000000002274
DVA2C,0.34199999999998454,572.97911,2,1,yes,no,no,no,yes,no,1,1,583,855.5,1.135,1.575,g,g,mid,F,M,1.358658853063241,0.917527151393229,0.35000000000002274,1.4500000000000455
DVA2C,-0.6720000000000255,574.09911,1,2,no,yes,no,yes,no,no,1,1,855.5,171,1.575,1.9499999999999997,x,g,mid,M,F,0.917527151393229,0.9583271439364176,1.4500000000000455,0.9500000000000455
DVA2C,-0.21500000000003183,574.83411,2,1,yes,no,no,no,no,no,1,4,171,448.43589743589746,1.9499999999999997,1.883076923076923,g,x,high,F,M,0.9583271439364176,0.6901510588731381,0.9500000000000455,6.317000000000007
DVA2C,-0.5729999999999791,580.57811,1,2,no,no,no,no,no,no,4,1,448.43589743589746,528.6363636363636,1.883076923076923,1.884,g,g,low,M,F,0.6901510588731381,1.171187958505811,6.317000000000007,6.096000000000004
DVA2C,-0.6490000000000009,586.02511,2,1,no,no,no,no,no,no,1,NA,528.6363636363636,NA,1.884,NA,g,g,high,F,M,1.171187958505811,0.7002843243411522,6.096000000000004,6.40199999999993
DVA2C,0.18799999999998818,592.42711,1,2,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,g,x-g,mid,M,F,0.7002843243411522,1.1088457909871012,6.40199999999993,1.4400000000000546
DVA2C,-0.6829999999999927,593.37211,2,1,no,no,no,no,no,no,NA,1,NA,606.3333333333334,NA,2.0062499999999996,g,g,low,F,M,1.1088457909871012,0.865208400400699,1.4400000000000546,3.548999999999978
DVA2C,-0.08299999999996999,596.83811,1,2,no,no,no,no,no,no,1,1,606.3333333333334,3,2.0062499999999996,NA,x,g,high,M,F,0.865208400400699,1.1259030696558538,3.548999999999978,0.92999999999995
DVA2C,0.5579999999999927,597.76811,2,1,no,no,no,no,no,no,1,2,3,461.69565217391306,NA,2.0491666666666664,g,g,mid,F,M,1.1259030696558538,1.05410167944903,0.92999999999995,3.2810000000000628
DVA2C,-0.3830000000000382,601.22411,1,2,no,no,no,no,no,no,2,2,461.69565217391306,631.4444444444445,2.0491666666666664,1.641666666666666,g,g,mid,M,F,1.05410167944903,1.2465132259918381,3.2810000000000628,10.767000000000053
DVA2C,-1.0120000000000573,610.97911,2,1,yes,no,no,no,yes,no,2,1,631.4444444444445,614.5555555555555,1.641666666666666,2.3057142857142856,g-x,g,mid,F,M,1.2465132259918381,1.0230799837846847,10.767000000000053,2.5499999999999545
DVA2C,-0.18599999999992178,613.34311,1,2,no,yes,no,no,no,no,1,1,614.5555555555555,478.25,2.3057142857142856,2.4250000000000003,g,g,low,M,F,1.0230799837846847,0.8343595715404261,2.5499999999999545,1.3299999999999272
DVA2C,0.21400000000005548,614.67311,2,1,no,no,no,no,no,no,1,1,478.25,1046.142857142857,2.4250000000000003,1.8099999999999998,g-x,g,low,F,M,0.8343595715404261,0.737341411917234,1.3299999999999272,1.1000000000000227
DVA2C,-0.28100000000006276,615.70611,1,2,no,no,no,no,no,no,1,2,1046.142857142857,909.5,1.8099999999999998,2.0433333333333334,g,x,low,M,F,0.737341411917234,1.5813559207254475,1.1000000000000227,1.5679999999999836
DVA2C,-0.2399999999998954,617.03411,2,1,no,no,no,no,no,no,2,1,909.5,639.2,2.0433333333333334,1.45,x,g,mid,F,M,1.5813559207254475,1.2579774978061675,1.5679999999999836,1.1999999999999318
DVA2C,-0.9020000000000437,617.33211,1,2,no,no,no,no,no,no,1,3,639.2,456.42105263157896,1.45,2.2827272727272723,g,x-g,mid,M,F,1.2579774978061675,0.9616261433960709,1.1999999999999318,9.314000000000078
DVA2C,0.1369999999999436,626.64611,2,1,no,no,no,no,no,yes,3,1,456.42105263157896,2702,2.2827272727272723,1.53,g,g,mid,F,M,0.9616261433960709,1.3492350532015385,9.314000000000078,0.2300000000000182
DVA2C,0.09100000000000819,627.01311,1,2,no,no,yes,no,no,no,1,5,2702,480.8225806451613,1.53,1.9477777777777778,g,g-x,mid,M,F,1.3492350532015385,1.014699170772674,0.2300000000000182,17.235000000000014
DVA2C,-1.70900000000006,642.63011,2,1,no,no,no,no,no,no,5,1,480.8225806451613,647.2222222222222,1.9477777777777778,1.7266666666666666,g,g,low,F,M,1.014699170772674,1.1000885433467913,17.235000000000014,1.7700000000000955
DVA2C,0.36399999999991905,644.40011,1,2,no,no,no,no,no,no,1,1,647.2222222222222,564.5,1.7266666666666666,2.0260000000000002,g,x,high,M,F,1.1000885433467913,0.7463438824619422,1.7700000000000955,0.9700000000000273
DVA2C,-0.8590000000000373,644.87511,2,1,no,no,no,no,no,no,1,1,564.5,984.6,2.0260000000000002,1.8825,x,g,low,F,M,0.7463438824619422,0.9862008274517822,0.9700000000000273,0.8600000000000136
DVA2C,0.7599999999999909,645.73511,1,2,no,no,no,no,no,no,1,3,984.6,452.95238095238096,1.8825,2.197692307692308,x,x,high,M,F,0.9862008274517822,0.8800259650301391,0.8600000000000136,9.801000000000045
DVA2C,0.6440000000000055,656.29611,2,1,no,no,no,no,no,yes,3,1,452.95238095238096,160,2.197692307692308,2.83,g,g,mid,F,M,0.8800259650301391,1.1716647557155901,9.801000000000045,0.3300000000000409
DVA2C,-0.2980000000000018,656.97211,1,2,no,no,yes,no,no,no,1,1,160,306.5,2.83,1.57375,g,x,low,M,F,1.1716647557155901,1.1904047236108606,0.3300000000000409,5.312999999999988
DVA2C,0.45699999999999363,662.28511,2,1,no,no,no,no,no,yes,1,1,306.5,2702,1.57375,1.53,x,g,mid,F,M,1.1904047236108606,1.6815021971388502,5.312999999999988,0.16999999999995907
DVA2C,0.32000000000005,662.91211,1,2,no,no,yes,no,no,no,1,10,2702,446.94642857142856,1.53,2.093209876543211,g,x,mid,M,F,1.6815021971388502,0.941925867521014,0.16999999999995907,27.66199999999992
DVA2C,0.07400000000006912,690.89411,2,1,no,no,no,no,no,no,10,1,446.94642857142856,669.9,2.093209876543211,1.8150000000000002,g,g,low,F,M,0.941925867521014,0.7618389838062332,27.66199999999992,1.4700000000000273
DVA2C,-1.3240000000000691,691.11411,1,2,no,no,no,no,no,no,1,1,669.9,573.6,1.8150000000000002,1.8399999999999999,g,g,low,M,F,0.7618389838062332,1.2752676737193194,1.4700000000000273,1.4800000000000182
DVA2C,-0.09500000000002728,692.49911,2,1,no,no,no,no,no,no,1,2,573.6,400.26666666666665,1.8399999999999999,1.676153846153846,g,g,low,F,M,1.2752676737193194,0.760638539385415,1.4800000000000182,3.035000000000082
DVA2C,-1.1000000000000227,694.43411,1,2,no,no,no,no,no,no,2,3,400.26666666666665,417.8181818181818,1.676153846153846,1.653529411764706,g,g-x,high,M,F,0.760638539385415,1.0490221502563013,3.035000000000082,7.04099999999994
DVA2C,0.125,701.47511,2,1,no,no,no,no,no,yes,3,2,417.8181818181818,981.2,1.653529411764706,1.5459999999999998,g,g,low,F,M,1.0490221502563013,1.4165631619104306,7.04099999999994,1.586999999999989
DVA2C,-0.4069999999999254,702.78011,1,2,no,no,no,no,no,no,2,1,981.2,432.2857142857143,1.5459999999999998,1.5660869565217392,g,g,mid,M,F,1.4165631619104306,1.1444352618883524,1.586999999999989,1.2899999999999636
DVA2C,-0.27099999999995816,703.79911,2,1,no,no,no,yes,no,no,1,1,432.2857142857143,494.07142857142856,1.5660869565217392,1.6192307692307693,g,g,mid,F,M,1.1444352618883524,0.7599330768061737,1.2899999999999636,2.5799999999999272
DVA2C,-1.0559999999999263,705.32311,1,2,yes,no,no,no,yes,no,1,1,494.07142857142856,474.04347826086956,1.6192307692307693,1.796111111111111,g,g,mid,M,F,0.7599330768061737,0.8003618967681224,2.5799999999999272,9.174999999999955
DVA2C,0.7190000000000509,714.49811,2,1,no,no,no,no,no,no,1,3,474.04347826086956,590.3030303030303,1.796111111111111,1.5111999999999997,g,g,mid,F,M,0.8003618967681224,0.6689357230562208,9.174999999999955,6.7029999999999745
DVA2C,-0.9959999999999809,720.92411,1,2,no,no,no,no,no,no,3,6,590.3030303030303,595.9272727272727,1.5111999999999997,1.7587234042553188,g,g,mid,M,F,0.6689357230562208,1.0738859692083664,6.7029999999999745,11.041999999999916
DVA2C,-0.14299999999991542,731.82311,2,1,no,no,no,yes,no,no,6,1,595.9272727272727,2702,1.7587234042553188,1.53,g,g,mid,F,M,1.0738859692083664,1.4164236103175547,11.041999999999916,0.25
DVA2C,0.027999999999906322,732.07311,1,2,yes,no,no,no,yes,no,1,1,2702,618.6818181818181,1.53,1.4993750000000001,g,g,high,M,F,1.4164236103175547,1.0114287912027693,0.25,5.329000000000065
DVA2C,-0.11300000000005639,737.31711,2,1,no,no,no,no,no,no,1,1,618.6818181818181,1299.5555555555557,1.4993750000000001,1.5180000000000002,g,g,mid,F,M,1.0114287912027693,1.1752022288253465,5.329000000000065,0.7300000000000182
DVA2C,-0.5109999999999673,737.53611,1,2,no,no,no,yes,no,no,1,NA,1299.5555555555557,NA,1.5180000000000002,NA,g,g,mid,M,F,1.1752022288253465,1.086731978467868,0.7300000000000182,1.3199999999999363
DVA2C,-0.35399999999992815,738.50211,2,1,yes,no,no,no,yes,no,NA,NA,NA,NA,NA,NA,g,g,high,F,M,1.086731978467868,1.2025105628621062,1.3199999999999363,2.3799999999999955
DVA2C,-0.3809999999999718,740.50111,1,2,no,yes,no,no,no,no,NA,1,NA,382.6923076923077,NA,1.7463636363636363,g,g,low,M,F,1.2025105628621062,1.0160078671540311,2.3799999999999955,2.838999999999942
DVA2C,0.15999999999996817,743.34011,2,1,no,no,no,no,no,yes,1,1,382.6923076923077,2702,1.7463636363636363,1.53,g,g,low,F,M,1.0160078671540311,0.8382068282486992,2.838999999999942,0.12999999999999545
DVA2C,0.4330000000001064,743.63011,1,2,no,no,yes,no,no,no,1,1,2702,1262.5,1.53,1.935,g,g-x,low,M,F,0.8382068282486992,2.306685698131215,0.12999999999999545,0.67999999999995
DVA2C,-0.6180000000000518,744.12511,2,1,no,no,no,no,no,no,1,3,1262.5,417.51724137931035,1.935,1.6404347826086958,x,x,mid,F,M,2.306685698131215,0.7384288052531269,0.67999999999995,5.738000000000056
DVA2C,-1.3410000000000082,748.52211,1,2,no,no,no,no,no,no,3,2,417.51724137931035,357.2,1.6404347826086958,1.6283333333333332,g,x-g,low,M,F,0.7384288052531269,1.100482496931806,5.738000000000056,2.941000000000031
DVA2C,-0.3120000000000118,751.15111,2,1,no,no,no,no,no,no,2,2,357.2,361.94117647058823,1.6283333333333332,1.627142857142857,g,x-g,low,F,M,1.100482496931806,0.7726328669842861,2.941000000000031,3.953999999999951
DVA2C,0.22800000000006548,755.10511,1,2,no,no,no,no,no,yes,2,2,361.94117647058823,1061.8333333333333,1.627142857142857,1.8490909090909093,g,g,low,M,F,0.7726328669842861,0.9996705134303062,3.953999999999951,1.7549999999999955
DVA2C,-1.3670000000000755,755.72111,2,1,no,no,no,no,no,no,2,1,1061.8333333333333,482.125,1.8490909090909093,1.8666666666666665,g,g,mid,F,M,0.9996705134303062,1.3997138323958718,1.7549999999999955,2.1000000000000227
DVA2C,-0.019000000000005457,757.80211,1,2,no,no,no,no,no,no,1,2,482.125,286.1111111111111,1.8666666666666665,2.373333333333333,g,x,mid,M,F,1.3997138323958718,1.100941283058028,2.1000000000000227,2.3730000000000473
DVA2C,-0.39999999999997726,759.77511,2,1,no,no,no,no,no,no,2,2,286.1111111111111,318.2,2.373333333333333,2.3081250000000004,g,g,mid,F,M,1.100941283058028,0.7391941696023069,2.3730000000000473,3.4629999999999654
DVA2C,-0.03999999999996362,763.19811,1,2,no,no,no,no,no,no,2,2,318.2,720.9,2.3081250000000004,1.892,g,g,low,M,F,0.7391941696023069,0.8818427595259128,3.4629999999999654,2.923999999999978
DVA2C,0.05499999999994998,766.12211,2,1,no,no,no,no,no,no,2,1,720.9,779.5555555555555,1.892,1.3433333333333335,g,g-x,mid,F,M,0.8818427595259128,0.7674752551336136,2.923999999999978,2.1000000000000227
DVA2C,-0.6169999999999618,767.66011,1,2,no,no,no,no,no,no,1,2,779.5555555555555,412.3076923076923,1.3433333333333335,1.8166666666666664,g,x-g,mid,M,F,0.7674752551336136,0.9298503383619406,2.1000000000000227,3.5989999999999327
DVA2C,1.9510000000000218,771.25911,2,1,yes,no,no,no,yes,no,2,1,412.3076923076923,1303,1.8166666666666664,NA,g,g,low,F,M,0.9298503383619406,2.527448525995166,3.5989999999999327,1.759999999999991
DVA2C,-0.6409999999999627,774.32911,1,2,no,yes,no,no,no,no,1,2,1303,547.2727272727273,NA,2.09875,g,x-g,low,M,F,2.527448525995166,1.5179566353754685,1.759999999999991,3.509999999999991
DVA2C,-0.8799999999999955,776.95911,2,1,no,no,no,no,no,no,2,2,547.2727272727273,365.57142857142856,2.09875,1.7136363636363638,g,g-x,mid,F,M,1.5179566353754685,0.6947693780811938,3.509999999999991,2.895999999999958
DVA2C,-0.6739999999999782,779.18111,1,2,no,no,no,no,no,no,2,1,365.57142857142856,674.8571428571429,1.7136363636363638,2.0900000000000003,g,g,high,M,F,0.6947693780811938,1.3181986256416323,2.895999999999958,1.6900000000000546
DVA2C,-0.47500000000002274,780.39611,2,1,no,no,no,no,no,no,1,2,674.8571428571429,370.05882352941177,2.0900000000000003,1.6884615384615382,g,g,mid,F,M,1.3181986256416323,0.70988108373531,1.6900000000000546,3.4180000000000064
DVA2C,-0.5320000000000391,783.28211,1,2,no,no,no,no,no,no,2,1,370.05882352941177,368.26666666666665,1.6884615384615382,1.7946153846153845,g,g,mid,M,F,0.70988108373531,1.0708804487206067,3.4180000000000064,3.548999999999978
DVA2C,0.25900000000001455,786.83111,2,1,yes,no,no,no,yes,no,1,5,368.26666666666665,458.75,1.7946153846153845,1.8540000000000003,g,g,low,F,M,1.0708804487206067,0.759583229057349,3.548999999999978,8.730999999999995
DVA2C,-0.43099999999992633,795.39011,1,2,no,no,no,yes,no,no,5,1,458.75,159,1.8540000000000003,1.07,g,g,mid,M,F,0.759583229057349,1.0242601024866493,8.730999999999995,0.8599999999999
DVA2C,0.6550000000000864,796.25011,2,1,yes,no,no,no,yes,no,1,1,159,6,1.07,NA,g,g,low,F,M,1.0242601024866493,1.3501217395564422,0.8599999999999,0.4399999999999409
DVA2C,0.08900000000005548,797.34511,1,2,no,yes,no,no,no,no,1,1,6,473.3333333333333,NA,1.8,g,g,low,M,F,1.3501217395564422,0.9448163398937793,0.4399999999999409,1.4099999999999682
DVA2C,0.15099999999995362,798.84411,2,1,no,no,no,yes,no,no,1,1,473.3333333333333,979.2666666666667,1.8,1.4636363636363638,g,g,low,F,M,0.9448163398937793,1.1621705237680588,1.4099999999999682,3.4569999999999936
DVA2C,-1.0199999999999818,801.43211,1,2,no,no,no,no,no,no,1,3,979.2666666666667,651.92,1.4636363636363638,1.5528571428571425,g,g,high,M,F,1.1621705237680588,0.8767517130097577,3.4569999999999936,4.465000000000032
DVA2C,0.038000000000010914,805.89711,2,1,no,no,no,yes,no,no,3,1,651.92,1173.090909090909,1.5528571428571425,1.842222222222222,g,g,mid,F,M,0.8767517130097577,0.7181206517720296,4.465000000000032,1.7889999999999873
DVA2C,-0.06100000000003547,807.66311,1,2,no,yes,no,no,no,no,1,1,1173.090909090909,658.4285714285714,1.842222222222222,1.895714285714286,g,g,mid,M,F,0.7181206517720296,0.8701739277556959,1.7889999999999873,1.5400000000000773
DVA2C,0.5679999999999836,809.20311,2,1,no,no,no,no,no,no,1,1,658.4285714285714,536,1.895714285714286,1.8385714285714283,g,g,low,F,M,0.8701739277556959,0.9224357176332713,1.5400000000000773,1.9499999999999318
DVA2C,-1.391999999999939,810.32911,1,2,no,no,no,no,no,no,1,NA,536,NA,1.8385714285714283,NA,g-x,g,high,M,F,0.9224357176332713,0.9270046356109882,1.9499999999999318,4.865000000000009
DVA2C,0.3129999999999882,815.19411,2,1,no,no,no,no,no,yes,NA,NA,NA,NA,NA,NA,g,g,high,F,M,0.9270046356109882,1.5876457229283902,4.865000000000009,0.18999999999994088
DVA2C,0.10800000000006094,815.69711,1,2,no,no,yes,no,no,no,NA,5,NA,507.14285714285717,NA,1.6923529411764706,g,g,mid,M,F,1.5876457229283902,1.0206893767154617,0.18999999999994088,8.086999999999989
DVA2C,-0.5670000000000073,823.32511,2,1,no,no,no,no,yes,no,5,2,507.14285714285717,908.1666666666666,1.6923529411764706,1.2675,g,g,mid,F,M,1.0206893767154617,1.1172707445170147,8.086999999999989,2.033999999999992
DVA2C,-0.8799999999999955,824.47911,1,2,yes,no,no,no,yes,no,2,NA,908.1666666666666,NA,1.2675,NA,g,g,high,M,F,1.1172707445170147,1.4246467083852876,2.033999999999992,1.7200000000000273
DVA2C,-0.25300000000004275,825.94611,2,1,no,yes,no,no,no,no,NA,2,NA,715.6363636363636,NA,2.1574999999999998,g,g,low,F,M,1.4246467083852876,0.9082308227430802,1.7200000000000273,2.2450000000000045
DVA2C,0.19100000000003092,828.19111,1,2,no,no,no,no,no,no,2,11,715.6363636363636,417.3137254901961,2.1574999999999998,1.884814814814816,g-x,x,mid,M,F,0.9082308227430802,0.829384839736421,2.2450000000000045,22.715000000000032
DVA2C,0.2969999999999118,851.09711,2,1,no,no,no,no,no,yes,11,1,417.3137254901961,2084.25,1.884814814814816,1.53,g,g,low,F,M,0.829384839736421,1.6698778060461736,22.715000000000032,0.6299999999999955
DVA2C,-0.5099999999999909,851.51411,1,2,no,no,yes,no,no,no,1,2,2084.25,357.11538461538464,1.53,1.8366666666666664,x,g,low,M,F,1.6698778060461736,0.8334141052134929,0.6299999999999955,3.63900000000001
DVA2C,0.18200000000001637,855.15311,2,1,no,no,no,no,no,yes,2,1,357.11538461538464,2702,1.8366666666666664,1.53,g-x,g,low,F,M,0.8334141052134929,1.5350163382408986,3.63900000000001,0.37999999999999545
DVA2C,0.6560000000000628,855.71511,1,2,no,no,yes,no,no,no,1,1,2702,308.44444444444446,1.53,2.0642857142857145,g,x,low,M,F,1.5350163382408986,0.9131436894007536,0.37999999999999545,4.992999999999938
DVA2C,0.5950000000000273,861.36411,2,1,no,no,no,no,no,yes,1,1,308.44444444444446,2702,2.0642857142857145,1.53,g,g,low,F,M,0.9131436894007536,0.8825907950315598,4.992999999999938,0.12999999999999545
DVA2C,-0.038000000000010914,862.05111,1,2,no,no,yes,no,no,no,1,3,2702,437.4,1.53,2.149583333333333,g,g,mid,M,F,0.8825907950315598,1.0085251500427297,0.12999999999999545,6.823999999999955
DVA2C,-0.9199999999999591,867.95511,2,1,no,no,no,no,yes,no,3,1,437.4,2316.1428571428573,2.149583333333333,1.53,g-x,g,mid,F,M,1.0085251500427297,0.8764402845567347,6.823999999999955,1.830000000000041
DVA2C,-0.43400000000008276,869.35111,1,2,no,yes,no,no,no,no,1,2,2316.1428571428573,616.6842105263158,1.53,1.7226666666666663,g,x,low,M,F,0.8764402845567347,0.8100133379161196,1.830000000000041,3.882000000000062
DVA2C,0.03899999999998727,873.23311,2,1,no,no,no,no,no,yes,2,1,616.6842105263158,2702,1.7226666666666663,1.53,g,g,low,F,M,0.8100133379161196,1.8932449497723975,3.882000000000062,0.2300000000000182
DVA2C,-0.21299999999996544,873.28911,1,2,no,no,yes,no,no,no,1,2,2702,217,1.53,3.465,g,g,high,M,F,1.8932449497723975,1.7433797904467851,0.2300000000000182,1.9279999999999973
DVA2C,-0.10700000000008458,875.11011,2,1,no,no,no,yes,no,no,2,1,217,347,3.465,2.64125,g,g,mid,F,M,1.7433797904467851,0.856019810770666,1.9279999999999973,2.2100000000000364
DVA2C,0.2999999999999545,877.32011,1,2,yes,no,no,no,no,no,1,6,347,441.45652173913044,2.64125,1.8044444444444443,g,x,high,M,F,0.856019810770666,0.9323983765833492,2.2100000000000364,11.57400000000007
DVA2C,0.011999999999943611,889.19411,2,1,no,no,no,no,no,no,6,1,441.45652173913044,786.5,1.8044444444444443,1.653,x,g-x,mid,F,M,0.9323983765833492,0.7972370664416609,11.57400000000007,2.259999999999991
DVA2C,-0.36099999999999,891.10511,1,2,no,no,no,no,no,no,1,1,786.5,579.3636363636364,1.653,1.829090909090909,g,g,low,M,F,0.7972370664416609,0.9066287852374367,2.259999999999991,2.5400000000000773
DVA2C,-0.7259999999999991,892.91911,2,1,no,no,no,no,no,no,1,1,579.3636363636364,483.2857142857143,1.829090909090909,2.0449999999999995,g,g,low,F,M,0.9066287852374367,0.6045282213579258,2.5400000000000773,1.0199999999999818
DVA2C,-0.20299999999997453,893.73611,1,2,no,no,no,no,no,no,1,NA,483.2857142857143,NA,2.0449999999999995,NA,g,g-x,low,M,F,0.6045282213579258,NA,1.0199999999999818,NA
DVA3E,-0.07799999999999985,2.024,1,2,no,no,no,no,no,no,2,7,1399,368.68888888888887,1.53,1.9123684210526317,g,g,low,M,F,2.426823828072846,1.0758235812695098,1.1269999999999998,15.617999999999999
DVA3E,0.804000000000002,17.642,2,1,no,no,no,no,no,yes,7,1,368.68888888888887,2702,1.9123684210526317,1.53,g,g,low,F,M,1.0758235812695098,1.3162533815838866,15.617999999999999,0.34999999999999787
DVA3E,0.028999999999999915,18.796,1,2,no,no,yes,no,no,no,1,2,2702,603.625,1.53,1.44,g,g,low,M,F,1.3162533815838866,1.0104071559064178,0.34999999999999787,2.1430000000000007
DVA3E,0.3019999999999996,20.968,2,1,no,no,no,no,no,no,2,3,603.625,541.4285714285714,1.44,1.7607142857142861,x,g,low,F,M,1.0104071559064178,1.036175856404854,2.1430000000000007,6.030999999999999
DVA3E,-0.44899999999999807,26.852,1,2,yes,no,no,no,yes,no,3,4,541.4285714285714,524.8214285714286,1.7607142857142861,2.0352380952380953,g,g,high,M,F,1.036175856404854,1.0809672050738968,6.030999999999999,7.023
DVA3E,0.42600000000000193,33.875,2,1,no,no,no,no,no,yes,4,2,524.8214285714286,838.5,2.0352380952380953,2.4,g,g,high,F,M,1.0809672050738968,2.5797570971140065,7.023,0.9699999999999989
DVA3E,-0.4960000000000022,34.775,1,2,no,no,no,no,no,no,2,2,838.5,728.8888888888889,2.4,1.63375,g,g,mid,M,F,2.5797570971140065,1.5863837634926323,0.9699999999999989,2.701999999999998
DVA3E,-0.7829999999999941,36.694,2,1,no,no,no,yes,no,no,2,NA,728.8888888888889,NA,1.63375,NA,g,x-g,low,F,M,1.5863837634926323,0.748234669180531,2.701999999999998,0.8599999999999994
DVA3E,0.4859999999999971,37.554,1,2,yes,no,no,no,yes,no,NA,1,NA,713,NA,1.5299999999999998,x,g,mid,M,F,0.748234669180531,1.2853545242047208,0.8599999999999994,2.0970000000000013
DVA3E,-0.12100000000000222,40.016,2,1,no,no,no,no,no,yes,1,1,713,2702,1.5299999999999998,1.53,x-g,g,high,F,M,1.2853545242047208,1.221171693492864,2.0970000000000013,0.1600000000000037
DVA3E,0.2959999999999994,40.176,1,2,no,no,yes,no,no,yes,1,4,2702,855.5882352941177,1.53,1.8818750000000002,g,g,low,M,F,1.221171693492864,1.1481874288832112,0.1600000000000037,5.5589999999999975
DVA3E,-0.6529999999999987,45.378,2,1,no,no,no,no,no,no,4,2,855.5882352941177,455.5,1.8818750000000002,1.9976923076923079,g,g-x,mid,F,M,1.1481874288832112,0.9333417547543207,5.5589999999999975,2.9549999999999983
DVA3E,0.29700000000000415,48.333,1,2,yes,no,no,no,yes,no,2,1,455.5,2702,1.9976923076923079,1.53,g,g,low,M,F,0.9333417547543207,1.7993884755622331,2.9549999999999983,0.28999999999999915
DVA3E,-0.2700000000000031,48.65,2,1,no,yes,no,no,no,no,1,2,2702,480.3333333333333,1.53,1.588,g,g,mid,F,M,1.7993884755622331,1.0550204227691162,0.28999999999999915,2.8599999999999994
DVA3E,-0.509999999999998,51,1,2,yes,no,no,no,yes,no,2,2,480.3333333333333,348.36842105263156,1.588,1.8438888888888887,g,x,high,M,F,1.0550204227691162,1.1454490248428595,2.8599999999999994,5.5290000000000035
DVA3E,0.32799999999999585,56.529,2,1,no,no,no,no,no,yes,2,1,348.36842105263156,160,1.8438888888888887,2.83,g,x,high,F,M,1.1454490248428595,1.2946304071599675,5.5290000000000035,0.18999999999999773
DVA3E,0.41100000000000136,57.047,1,2,no,no,yes,no,no,no,1,3,160,506.63157894736844,2.83,1.5160000000000002,g,g,mid,M,F,1.2946304071599675,1.2151384550497104,0.18999999999999773,7.284000000000006
DVA3E,0.2849999999999966,64.742,2,1,no,no,no,no,no,yes,3,1,506.63157894736844,2702,1.5160000000000002,1.53,x-g,g-x,low,F,M,1.2151384550497104,0.9269747618155736,7.284000000000006,0.15000000000000568
DVA3E,0.2539999999999907,65.177,1,2,no,no,yes,no,no,no,1,1,2702,294.1666666666667,1.53,1.6318181818181814,x,g,mid,M,F,0.9269747618155736,0.922020223599609,0.15000000000000568,3.7950000000000017
DVA3E,-0.1869999999999976,69.039,2,1,no,no,no,no,no,yes,1,1,294.1666666666667,2702,1.6318181818181814,1.53,g,x,low,F,M,0.922020223599609,1.1552083502577433,3.7950000000000017,0.18999999999999773
DVA3E,0.07099999999999795,69.229,1,2,no,no,yes,no,no,no,1,1,2702,441,1.53,1.5033333333333334,x,g,mid,M,F,1.1552083502577433,1.0123107331667685,0.18999999999999773,3.4110000000000014
DVA3E,0.18900000000000716,72.711,2,1,no,no,no,no,no,yes,1,1,441,2702,1.5033333333333334,1.53,g,g,high,F,M,1.0123107331667685,0.9688144582779805,3.4110000000000014,0.3299999999999983
DVA3E,0.0309999999999917,73.23,1,2,no,no,yes,no,no,no,1,6,2702,407.10714285714283,1.53,1.588148148148148,g,g,low,M,F,0.9688144582779805,0.9640091947394074,0.3299999999999983,10.16000000000001
DVA3E,-0.2920000000000016,83.129,2,1,no,no,no,no,no,yes,6,1,407.10714285714283,2702,1.588148148148148,1.53,g,x,low,F,M,0.9640091947394074,1.1716991860665247,10.16000000000001,0.3399999999999892
DVA3E,0.05300000000001148,83.469,1,2,no,no,yes,no,no,no,1,1,2702,356.1111111111111,1.53,1.7133333333333332,x,g,low,M,F,1.1716991860665247,0.8690688466452434,0.3399999999999892,1.4599999999999937
DVA3E,1.1129999999999995,84.982,2,1,no,no,no,no,no,no,1,3,356.1111111111111,515.1111111111111,1.7133333333333332,1.7866666666666664,g,g,mid,F,M,0.8690688466452434,1.0575484915737619,1.4599999999999937,5.680000000000007
DVA3E,0.41399999999998727,91.775,1,2,yes,no,no,no,yes,no,3,1,515.1111111111111,302.22222222222223,1.7866666666666664,2.0100000000000002,g,g,low,M,F,1.0575484915737619,3.1190676748905632,5.680000000000007,0.38000000000000966
