conversation_ID,floor_transfer_offset,conversation_time,t1_speaker,t2_speaker,t1_seq_initiating,t1_seq_responding,t1_seq_backchannel,t2_seq_initiating,t2_seq_responding,t2_seq_backchannel,t1_proc_clauses,t2_proc_clauses,t1_proc_frequency,t2_proc_frequency,t1_proc_concreteness,t2_proc_concreteness,t1_nonv_speaker_gaze,t1_nonv_listener_gaze,t1_nonv_pitch,t1_oth_sex,t2_oth_sex,t1_proc_speechrate,t2_proc_speechrate,t1_proc_duration,t2_proc_duration
DVA7B,-0.6349999999999909,327.226,1,2,no,no,no,no,no,no,3,1,617.64,583.2941176470588,1.6117391304347823,1.434705882352941,g,x,mid,F,M,0.7489310572148568,0.9381690901927114,9.21999999999997,3.1999999999999886
DVA7B,0.6009999999999991,330.426,2,1,no,no,no,no,no,no,1,1,583.2941176470588,249.1,1.434705882352941,1.6000000000000003,g,g,mid,M,F,0.9381690901927114,0.6890023637074535,3.1999999999999886,1.8400000000000318
DVA7B,-0.027000000000043656,332.84,1,2,no,no,no,no,yes,no,1,2,249.1,682.4137931034483,1.6000000000000003,1.7455000000000003,g,x,mid,F,M,0.6890023637074535,1.0757121149779811,1.8400000000000318,6.324000000000012
DVA7B,-0.2980000000000018,338.866,2,1,no,no,no,no,no,no,2,3,682.4137931034483,543.0357142857143,1.7455000000000003,1.5623999999999998,g,g-x,mid,M,F,1.0757121149779811,0.9968381141997174,6.324000000000012,8.05600000000004
DVA7B,-0.9060000000000059,346.016,1,2,no,no,no,no,no,no,3,1,543.0357142857143,282.8,1.5623999999999998,1.55,g,x,mid,F,M,0.9968381141997174,0.9461686633651255,8.05600000000004,5.923000000000002
DVA7B,0.20299999999997453,351.939,2,1,no,no,no,no,no,yes,1,NA,282.8,NA,1.55,NA,g,g,mid,M,F,0.9461686633651255,1.4659347266617346,5.923000000000002,0.44999999999998863
DVA7B,0.4410000000000309,352.592,1,2,no,no,yes,no,no,no,NA,1,NA,668.7391304347826,NA,1.5258823529411762,x-g,g,mid,F,M,1.4659347266617346,0.9223506507082846,0.44999999999998863,4.336000000000013
DVA7B,-0.7460000000000377,356.623,2,1,no,no,no,no,no,no,1,8,668.7391304347826,432.53125,1.5258823529411762,1.6223529411764706,g,g-x,mid,M,F,0.9223506507082846,0.8535031657686051,4.336000000000013,15.603999999999985
DVA7B,0.4350000000000023,372.227,1,2,no,no,no,no,no,no,8,2,432.53125,516.1578947368421,1.6223529411764706,1.4347058823529413,g,g,mid,F,M,0.8535031657686051,0.8508059918105974,15.603999999999985,3.4090000000000487
DVA7B,0.06399999999996453,376.071,2,1,no,no,no,no,no,no,2,1,516.1578947368421,1358.25,1.4347058823529413,1.5150000000000001,g,x,low,M,F,0.8508059918105974,0.8947225302909937,3.4090000000000487,1.0600000000000023
DVA7B,-0.5310000000000059,376.664,1,2,no,no,no,no,no,no,1,1,1358.25,272.1818181818182,1.5150000000000001,1.64125,x,g,high,F,M,0.8947225302909937,1.2717882485585317,1.0600000000000023,4.307999999999993
DVA7B,0.2440000000000282,380.972,2,1,no,no,no,no,no,no,1,4,272.1818181818182,534.081081081081,1.64125,1.875714285714285,g,x,mid,M,F,1.2717882485585317,0.9224172310913007,4.307999999999993,9.564999999999998
DVA7B,-0.13100000000002865,390.65,1,2,no,no,no,no,no,yes,4,1,534.081081081081,160,1.875714285714285,2.83,g-x,g-x,low,F,M,0.9224172310913007,1.348874803643821,9.564999999999998,0.1400000000000432
DVA7B,0.5299999999999727,390.79,2,1,no,no,yes,no,no,no,1,3,160,502.625,2.83,1.5810714285714287,g-x,x,mid,M,F,1.348874803643821,0.8936775107306721,0.1400000000000432,7.737000000000023
DVA7B,0.09699999999997999,399.057,1,2,no,no,no,no,no,no,3,2,502.625,439.34615384615387,1.5810714285714287,1.7484210526315789,x,x,mid,F,M,0.8936775107306721,0.921974361610712,7.737000000000023,5.625
DVA7B,-1.495999999999981,403.283,2,1,yes,no,no,no,yes,no,2,5,439.34615384615387,641.9444444444445,1.7484210526315789,1.6286666666666667,g,x,mid,M,F,0.921974361610712,1.0434405859451001,5.625,9.664999999999964
DVA7B,0.6020000000000323,412.948,1,2,no,no,no,no,no,yes,5,1,641.9444444444445,160,1.6286666666666667,2.83,g,x-g,high,F,M,1.0434405859451001,1.126992621661687,9.664999999999964,0.2400000000000091
DVA7B,0.3639999999999759,413.79,2,1,no,no,yes,no,no,no,1,1,160,266.75,2.83,2.135,g-x,x,high,M,F,1.126992621661687,1.2471379611115587,0.2400000000000091,0.5199999999999818
DVA7B,0.49900000000002365,414.674,1,2,no,no,no,no,no,yes,1,1,266.75,1965.3333333333333,2.135,1.3766666666666667,g,g,high,F,M,1.2471379611115587,1.2908286406984666,0.5199999999999818,0.5699999999999932
DVA7B,1.461999999999989,415.743,2,1,no,no,yes,no,no,no,1,5,1965.3333333333333,517.0344827586207,1.3766666666666667,1.677659574468085,x,g,high,M,F,1.2908286406984666,0.9053184003585469,0.5699999999999932,13.213000000000022
DVA7B,0.5260000000000105,430.418,1,2,no,no,no,no,no,yes,5,1,517.0344827586207,160,1.677659574468085,2.83,g,g,high,F,M,0.9053184003585469,1.2117947510967266,13.213000000000022,0.12999999999999545
DVA7B,-0.10800000000000409,430.966,2,1,no,no,yes,no,no,no,1,3,160,554.9166666666666,2.83,1.6175862068965516,g,x,low,M,F,1.2117947510967266,0.9878847993218688,0.12999999999999545,9.677999999999997
DVA7B,-0.48799999999999955,440.156,1,2,no,no,no,yes,no,no,3,1,554.9166666666666,313.45454545454544,1.6175862068965516,2.1054545454545455,g,g,mid,F,M,0.9878847993218688,0.9429876857801349,9.677999999999997,2.079999999999984
DVA7B,-0.4300000000000068,441.806,2,1,yes,no,no,no,yes,no,1,2,313.45454545454544,300.1764705882353,2.1054545454545455,2.5044444444444443,g,x,low,M,F,0.9429876857801349,1.135184395855124,2.079999999999984,6.552000000000021
DVA7B,0.1139999999999759,448.358,1,2,no,no,no,no,no,yes,2,1,300.1764705882353,2702,2.5044444444444443,1.53,g,x,high,F,M,1.135184395855124,1.4215121509603976,6.552000000000021,0.17000000000001592
DVA7B,-0.12400000000002365,448.518,2,1,no,no,yes,no,no,no,1,15,2702,454.2477064220183,1.53,1.7529333333333337,g,g,mid,M,F,1.4215121509603976,0.9428399505204973,0.17000000000001592,30.65500000000003
DVA7B,-0.9630000000000223,478.21,1,2,no,no,no,yes,no,no,15,3,454.2477064220183,267,1.7529333333333337,2.1133333333333333,g,g,low,F,M,0.9428399505204973,1.2700646302909513,30.65500000000003,4.338999999999999
DVA7B,0.65300000000002,482.549,2,1,yes,no,no,no,no,no,3,3,267,539.6086956521739,2.1133333333333333,1.9636363636363638,g,x,high,M,F,1.2700646302909513,0.9862228868139934,4.338999999999999,5.197000000000003
DVA7B,0.6349999999999909,488.399,1,2,no,no,no,no,no,no,3,2,539.6086956521739,514.875,1.9636363636363638,1.8666666666666665,x,x-g,mid,F,M,0.9862228868139934,1.27248513476621,5.197000000000003,2.9039999999999964
DVA7B,0.17700000000002092,491.938,2,1,no,no,no,no,no,no,2,5,514.875,424.85714285714283,1.8666666666666665,1.8805405405405409,g,x,mid,M,F,1.27248513476621,0.9376584834455699,2.9039999999999964,13.439999999999998
DVA7B,1.9039999999999964,505.555,1,2,no,no,no,no,no,yes,5,1,424.85714285714283,160,1.8805405405405409,2.83,x-g,x-g,mid,F,M,0.9376584834455699,1.3404895620206634,13.439999999999998,0.5299999999999727
DVA7B,-0.1029999999999518,507.886,2,1,no,no,yes,no,no,no,1,1,160,1597,2.83,1.3,x,g,low,M,F,1.3404895620206634,0.4907223779192133,0.5299999999999727,0.15999999999996817
DVA7B,1.1240000000000236,508.046,1,2,no,no,no,no,no,yes,1,1,1597,1351.5,1.3,1.53,g,x,mid,F,M,0.4907223779192133,1.4120894573713503,0.15999999999996817,0.30000000000001137
DVA7B,0.3039999999999736,509.47,2,1,no,no,yes,no,no,no,1,3,1351.5,576.1034482758621,1.53,1.706,g-x,g,low,M,F,1.4120894573713503,0.9369285602587168,0.30000000000001137,6.934999999999945
DVA7B,1.0450000000000728,516.709,1,2,no,no,no,no,no,yes,3,NA,576.1034482758621,NA,1.706,NA,g,g-x,mid,F,M,0.9369285602587168,1.9211380807473222,6.934999999999945,0.2300000000000182
DVA7B,0.26900000000000546,517.984,2,1,no,no,yes,no,no,no,NA,4,NA,551.516129032258,NA,1.56,g,g,low,M,F,1.9211380807473222,0.8828534230988535,0.2300000000000182,5.932999999999993
DVA7B,0.8529999999999518,524.186,1,2,no,no,no,no,yes,no,4,NA,551.516129032258,NA,1.56,NA,g,g,low,F,M,0.8828534230988535,1.954712525706253,5.932999999999993,0.36000000000001364
DVA7B,-0.26099999999996726,525.138,2,1,no,yes,no,no,no,no,NA,5,NA,327.81632653061223,NA,1.9910344827586208,g,x-g,low,M,F,1.954712525706253,1.2197600398442228,0.36000000000001364,11.227999999999952
DVA7B,-0.09199999999998454,536.274,1,2,no,no,no,yes,no,no,5,NA,327.81632653061223,NA,1.9910344827586208,NA,g,g,mid,F,M,1.2197600398442228,1.3402018403110842,11.227999999999952,0.5399999999999636
DVA7B,-0.07999999999992724,536.734,2,1,yes,no,no,no,yes,no,NA,8,NA,593.3214285714286,NA,1.9536170212765964,g,g,mid,M,F,1.3402018403110842,1.1416981395404677,0.5399999999999636,20.111999999999966
DVA7B,0.3170000000000073,556.846,1,2,no,no,no,no,no,yes,8,1,593.3214285714286,2702,1.9536170212765964,1.53,g,x,mid,F,M,1.1416981395404677,1.4772984129099946,20.111999999999966,0.2400000000000091
DVA7B,0.5889999999999418,557.403,2,1,no,no,yes,no,no,no,1,1,2702,173,1.53,1.33,x,g,high,M,F,1.4772984129099946,2.0562346551922275,0.2400000000000091,0.37000000000000455
DVA7B,0.4329999999999927,558.362,1,2,no,no,no,no,no,no,1,1,173,1087,1.33,2.132,g,x-g,mid,F,M,2.0562346551922275,0.8024426243573155,0.37000000000000455,1.2800000000000864
DVA7B,0.44099999999991724,560.075,2,1,no,no,no,no,no,no,1,2,1087,622.1428571428571,2.132,1.4883333333333333,x,g,high,M,F,0.8024426243573155,1.230506537550095,1.2800000000000864,2.5120000000000573
DVA7B,0.6639999999999873,563.028,1,2,no,no,no,no,no,yes,2,NA,622.1428571428571,NA,1.4883333333333333,NA,g-x,x,low,F,M,1.230506537550095,2.3155052411578723,2.5120000000000573,0.4199999999999591
DVA7B,0.36400000000003274,564.112,2,1,no,no,yes,no,no,no,NA,6,NA,693.7954545454545,NA,1.9681578947368423,x,g,mid,M,F,2.3155052411578723,0.8464045471421433,0.4199999999999591,10.015999999999963
DVA7B,1.0170000000000528,574.492,1,2,no,no,no,no,no,no,6,2,693.7954545454545,418.5,1.9681578947368423,2.1142857142857143,x,x,mid,F,M,0.8464045471421433,0.9023289857957139,10.015999999999963,5.6440000000000055
DVA7B,1.0610000000000355,581.153,2,1,no,no,no,no,no,yes,2,2,418.5,401.05555555555554,2.1142857142857143,1.738571428571428,g,g-x,mid,M,F,0.9023289857957139,0.9545241282060726,5.6440000000000055,4.143999999999892
DVA7B,-0.3809999999999718,585.977,1,2,no,no,no,no,no,no,2,6,401.05555555555554,723.3611111111111,1.738571428571428,1.516774193548387,g,x,mid,F,M,0.9545241282060726,1.1122573520369885,4.143999999999892,10.955000000000041
DVA7B,1.0230000000000246,596.932,2,1,no,no,no,no,no,no,6,1,723.3611111111111,624.1428571428571,1.516774193548387,1.452,g,x-g,high,M,F,1.1122573520369885,1.4036520376660246,10.955000000000041,2.490000000000009
DVA7B,-0.7549999999999955,599.69,1,2,no,no,no,no,no,no,1,2,624.1428571428571,369.6666666666667,1.452,1.8325,g,x-g,mid,F,M,1.4036520376660246,0.9030127778205749,2.490000000000009,2.6549999999999727
DVA7B,0.27099999999995816,602.345,2,1,no,no,no,no,no,yes,2,3,369.6666666666667,488.8333333333333,1.8325,1.7664285714285715,g,x,high,M,F,0.9030127778205749,0.9040546398720123,2.6549999999999727,3.437000000000012
DVA7B,-0.1430000000000291,605.91,1,2,no,no,no,yes,no,no,3,1,488.8333333333333,879,1.7664285714285715,1.935,g,g,high,F,M,0.9040546398720123,2.254168932553289,3.437000000000012,0.5800000000000409
DVA7B,-0.16600000000005366,606.324,2,1,yes,no,no,no,no,no,1,NA,879,NA,1.935,NA,g,g,high,M,F,2.254168932553289,0.7123159393097074,0.5800000000000409,1.73700000000008
DVA7B,0.31399999999996453,608.061,1,2,yes,yes,no,no,yes,no,NA,1,NA,334.5,NA,2.47,g,g,low,F,M,0.7123159393097074,1.1843586618184867,1.73700000000008,1.0
DVA7B,1.0209999999999582,609.375,2,1,no,yes,no,no,no,no,1,4,334.5,511.8181818181818,2.47,2.066315789473684,g,g,mid,M,F,1.1843586618184867,0.8801629181295351,1.0,4.405000000000086
DVA7B,-2.033999999999992,612.767,1,2,no,no,no,no,no,no,4,1,511.8181818181818,102.6,2.066315789473684,2.47,x-g,x,mid,F,M,0.8801629181295351,1.0425004999984586,4.405000000000086,2.599999999999909
DVA7B,-0.5019999999999527,614.865,2,1,no,no,no,no,no,no,1,2,102.6,1497.25,2.47,1.3650000000000002,x-g,g,high,M,F,1.0425004999984586,1.238427704741467,2.599999999999909,1.2390000000000327
DVA7B,-0.44500000000005,615.659,1,2,no,no,no,no,no,no,2,6,1497.25,727.8809523809524,1.3650000000000002,2.036774193548387,g,x,mid,F,M,1.238427704741467,0.9545717879506588,1.2390000000000327,11.548999999999978
DVA7B,-0.3389999999999418,626.869,2,1,no,no,no,no,no,no,6,1,727.8809523809524,284.5,2.036774193548387,1.4233333333333331,g,x,low,M,F,0.9545717879506588,1.1782655278578407,11.548999999999978,1.1499999999999773
DVA7B,-0.36400000000003274,627.655,1,2,no,no,no,no,no,no,1,6,284.5,546.7714285714286,1.4233333333333331,1.880769230769231,x,g-x,mid,F,M,1.1782655278578407,1.0127284691766014,1.1499999999999773,9.499000000000024
DVA7B,0.03899999999998727,637.154,2,1,no,no,no,no,no,yes,6,1,546.7714285714286,2702,1.880769230769231,1.53,g,g,mid,M,F,1.0127284691766014,1.9509628751031427,9.499000000000024,0.6299999999999955
DVA7B,-0.59699999999998,637.226,1,2,no,no,yes,no,no,no,1,NA,2702,NA,1.53,NA,g,g-x,mid,F,M,1.9509628751031427,0.728973883217908,0.6299999999999955,2.0399999999999636
DVA7B,-0.2279999999999518,639.038,2,1,no,no,no,no,no,no,NA,2,NA,381.5,NA,2.108181818181818,g,g,mid,M,F,0.728973883217908,0.8073160981740984,2.0399999999999636,2.0119999999999436
DVA7B,-0.6609999999999445,640.389,1,2,no,no,no,no,no,no,2,2,381.5,443.8,2.108181818181818,2.6986666666666665,g,g,high,F,M,0.8073160981740984,1.015582623951149,2.0119999999999436,8.15300000000002
DVA7B,0.41599999999994,648.542,2,1,no,no,no,no,no,no,2,2,443.8,422.1,2.6986666666666665,1.49875,g,g,mid,M,F,1.015582623951149,1.0887780889995862,8.15300000000002,2.7390000000000327
DVA7B,-0.44899999999995543,651.248,1,2,no,no,no,no,no,no,2,2,422.1,717.875,1.49875,1.835,x-g,g-x,mid,F,M,1.0887780889995862,1.0549765506606412,2.7390000000000327,3.11099999999999
DVA7B,-0.7660000000000764,653.593,2,1,no,no,no,no,no,no,2,1,717.875,548.25,1.835,1.8175000000000001,g,g-x,low,M,F,1.0549765506606412,0.788746673893346,3.11099999999999,1.6299999999999955
DVA7B,0.1370000000000573,655.223,1,2,no,no,no,no,no,no,1,2,548.25,880.8888888888889,1.8175000000000001,1.695714285714286,x,g,low,F,M,0.788746673893346,0.8299338031119657,1.6299999999999955,2.43100000000004
DVA7B,0.7969999999999118,657.791,2,1,no,no,no,no,no,no,2,1,880.8888888888889,789.8,1.695714285714286,1.2666666666666666,x,x,low,M,F,0.8299338031119657,1.0574886574472218,2.43100000000004,0.6000000000000227
DVA7B,-0.38599999999996726,658.802,1,2,no,no,no,no,no,no,1,1,789.8,684.3333333333334,1.2666666666666666,1.561111111111111,x,x,mid,F,M,1.0574886574472218,0.7390795617103926,0.6000000000000227,1.3099999999999454
DVA7B,0.18299999999999272,660.112,2,1,no,no,no,no,no,yes,1,NA,684.3333333333334,NA,1.561111111111111,NA,x,g,mid,M,F,0.7390795617103926,1.3099396270609511,1.3099999999999454,0.2300000000000182
DVA7B,0.38900000000001,660.525,1,2,no,no,yes,no,no,no,NA,6,NA,405,NA,1.90047619047619,g,x,low,F,M,1.3099396270609511,1.1506473379367392,0.2300000000000182,10.403999999999996
DVA7B,0.16899999999998272,671.318,2,1,no,no,no,no,no,yes,6,NA,405,NA,1.90047619047619,NA,g-x,g,low,M,F,1.1506473379367392,1.012934613773679,10.403999999999996,1.0400000000000773
DVA7B,0.007999999999924512,672.527,1,2,no,no,yes,no,no,no,NA,1,NA,929,NA,1.63,x,x,high,F,M,1.012934613773679,1.5583476738086661,1.0400000000000773,0.43000000000006366
DVA7B,-0.36200000000008004,672.603,2,1,no,no,no,no,no,no,1,NA,929,NA,1.63,NA,x,x,low,M,F,1.5583476738086661,1.1289081622109371,0.43000000000006366,1.580000000000041
DVA7B,-0.29300000000000637,673.89,1,2,no,no,no,no,no,yes,NA,1,NA,695.6363636363636,NA,1.7018181818181817,g,g-x,mid,F,M,1.1289081622109371,0.7208209690001515,1.580000000000041,2.2450000000000045
DVA7B,0.4640000000000555,676.135,2,1,no,no,no,no,no,yes,1,1,695.6363636363636,2702,1.7018181818181817,1.53,g,g,mid,M,F,0.7208209690001515,1.4988777893610257,2.2450000000000045,0.2099999999999227
DVA7B,-0.20899999999994634,676.6,1,2,no,no,yes,no,no,no,1,3,2702,482.8,1.53,1.8599999999999997,g,g,mid,F,M,1.4988777893610257,0.9855470223637558,0.2099999999999227,6.322000000000003
DVA7B,0.44899999999995543,682.922,2,1,no,no,no,no,no,yes,3,1,482.8,2702,1.8599999999999997,1.53,g,g,mid,M,F,0.9855470223637558,1.637118230355168,6.322000000000003,0.20000000000004547
DVA7B,-0.011000000000080945,683.56,1,2,no,no,yes,no,no,no,1,2,2702,638,1.53,2.021666666666667,g,g,mid,F,M,1.637118230355168,0.8039730314116956,0.20000000000004547,5.698000000000093
DVA7B,0.21699999999998454,689.258,2,1,no,no,no,no,no,yes,2,1,638,2702,2.021666666666667,1.53,g,g,mid,M,F,0.8039730314116956,1.1520514729956939,5.698000000000093,0.35000000000002274
DVA7B,0.33799999999996544,689.825,1,2,no,no,yes,no,no,no,1,1,2702,963.4,1.53,1.33,x,g,low,F,M,1.1520514729956939,1.1748656698215854,0.35000000000002274,1.0699999999999363
DVA7B,0.6550000000000864,691.233,2,1,no,no,no,no,no,no,1,1,963.4,353.14285714285717,1.33,1.59,g-x,g,mid,M,F,1.1748656698215854,0.8346452469201,1.0699999999999363,1.240000000000009
DVA7B,-0.19600000000002638,692.932,1,2,no,no,no,no,no,no,1,1,353.14285714285717,488.75,1.59,1.2825,x,g,mid,F,M,0.8346452469201,0.8979590486637337,1.240000000000009,2.2100000000000364
DVA7B,0.03899999999998727,695.142,2,1,no,no,no,no,no,yes,1,3,488.75,468.6666666666667,1.2825,1.6951999999999998,g,x,mid,M,F,0.8979590486637337,0.7710062876603465,2.2100000000000364,6.701999999999998
DVA7B,0.9320000000000164,701.883,1,2,no,no,no,no,no,no,3,5,468.6666666666667,451.9387755102041,1.6951999999999998,2.018378378378378,x,g,mid,F,M,0.7710062876603465,1.007184003229228,6.701999999999998,13.24499999999989
DVA7B,0.05000000000006821,716.06,2,1,no,no,no,no,no,yes,5,NA,451.9387755102041,NA,2.018378378378378,NA,g,x,mid,M,F,1.007184003229228,1.3936190199849037,13.24499999999989,0.22000000000002728
DVA7B,-0.07900000000006457,716.251,1,2,no,no,yes,no,no,no,NA,1,NA,962.6,NA,1.36625,x,g,low,F,M,1.3936190199849037,1.6454142709590909,0.22000000000002728,1.1900000000000546
DVA7B,-1.0190000000000055,716.422,2,1,no,no,no,no,no,no,1,10,962.6,450.9569892473118,1.36625,1.8435000000000001,g,x,mid,M,F,1.6454142709590909,0.9635115314484787,1.1900000000000546,21.039999999999964
DVA7B,0.2839999999999918,737.462,1,2,no,no,no,no,no,no,10,1,450.9569892473118,75.25,1.8435000000000001,1.9649999999999999,g,g,mid,F,M,0.9635115314484787,1.1267273290608921,21.039999999999964,1.0600000000000591
DVA7B,-0.44400000000007367,738.362,2,1,no,no,no,no,no,no,1,4,75.25,562.1388888888889,1.9649999999999999,1.8703030303030301,g,g,low,M,F,1.1267273290608921,0.8301143224248905,1.0600000000000591,6.4950000000000045
DVA7B,0,744.857,1,2,no,no,no,yes,no,no,4,3,562.1388888888889,1243,1.8703030303030301,1.864,g,g,low,F,M,0.8301143224248905,1.179648859427025,6.4950000000000045,2.0590000000000828
DVA7B,-1.01400000000001,745.902,2,1,no,no,yes,no,no,no,3,1,1243,377.75,1.864,2.065,x,g,low,M,F,1.179648859427025,1.4026899145040195,2.0590000000000828,1.849999999999909
DVA7B,-0.7699999999999818,746.982,1,2,no,no,no,no,no,no,1,6,377.75,577.6268656716418,2.065,1.8155172413793097,g,x,low,F,M,1.4026899145040195,0.7794590936590978,1.849999999999909,14.040000000000077
DVA7B,0.42399999999997817,761.022,2,1,no,no,no,no,no,no,6,1,577.6268656716418,1078.5,1.8155172413793097,1.534,x,g,low,M,F,0.7794590936590978,1.3157779408699533,14.040000000000077,1.4499999999999318
DVA7B,0.3430000000000746,762.896,1,2,no,no,no,no,no,no,1,1,1078.5,457,1.534,1.7838461538461539,x,g,low,F,M,1.3157779408699533,0.969907648027222,1.4499999999999318,3.0459999999999354
DVA7B,-0.9589999999999463,765.326,2,1,yes,no,no,no,yes,no,1,1,457,1434.25,1.7838461538461539,1.6300000000000001,g,g,high,M,F,0.969907648027222,1.3396229205284063,3.0459999999999354,1.3899999999999864
DVA7B,0.3769999999999527,766.716,1,2,no,yes,no,no,no,no,1,1,1434.25,394.9655172413793,1.6300000000000001,2.025,x,g,high,F,M,1.3396229205284063,0.8667252327241275,1.3899999999999864,5.2169999999999845
DVA7B,0.22100000000000364,772.31,2,1,no,no,no,no,no,no,1,7,394.9655172413793,480.7313432835821,2.025,1.8017857142857137,g,x,mid,M,F,0.8667252327241275,0.8106436905679991,5.2169999999999845,13.494000000000028
DVA7B,-0.2400000000000091,785.785,1,2,no,no,no,no,no,yes,7,1,480.7313432835821,160,1.8017857142857137,2.83,g,g,mid,F,M,0.8106436905679991,0.9490666730474815,13.494000000000028,0.3100000000000591
DVA7B,-0.009999999999990905,786.085,2,1,no,no,yes,no,no,no,1,3,160,555.8571428571429,2.83,1.7610714285714288,x,x,mid,M,F,0.9490666730474815,0.789653092071216,0.3100000000000591,7.222999999999956
DVA7B,0.7649999999999864,793.308,1,2,no,no,no,no,no,no,3,1,555.8571428571429,1837.6666666666667,1.7610714285714288,1.42,g,g,high,F,M,0.789653092071216,0.8781522586257685,7.222999999999956,0.8799999999999955
DVA7B,-0.023000000000024556,794.93,2,1,no,no,no,no,no,no,1,1,1837.6666666666667,554.6,1.42,1.641111111111111,g,g-x,high,M,F,0.8781522586257685,0.9509060468073246,0.8799999999999955,2.2700000000000955
DVA7B,-0.7010000000000218,796.499,1,2,no,no,no,no,no,no,1,1,554.6,513.3333333333334,1.641111111111111,1.6716666666666666,x,g,mid,F,M,0.9509060468073246,0.8133907078887854,2.2700000000000955,2.8299999999999272
DVA7B,-0.5709999999999127,798.758,2,1,no,no,no,no,no,no,1,1,513.3333333333334,624,1.6716666666666666,1.5175,g,x-g,mid,M,F,0.8133907078887854,1.043835934702133,2.8299999999999272,1.2199999999999136
DVA7B,0.3290000000000646,799.978,1,2,no,no,no,no,no,yes,1,1,624,2702,1.5175,1.53,g,x,mid,F,M,1.043835934702133,1.4595823632199343,1.2199999999999136,0.2699999999999818
DVA7B,1.2110000000000127,800.577,2,1,no,no,yes,no,no,no,1,7,2702,521.7142857142857,1.53,1.703333333333333,g,x-g,low,M,F,1.4595823632199343,0.7893093514560168,0.2699999999999818,12.20799999999997
DVA7B,0.04500000000007276,813.996,1,2,no,no,no,no,no,no,7,1,521.7142857142857,566.7142857142857,1.703333333333333,1.7142857142857142,g,x,mid,F,M,0.7893093514560168,0.7463431792714281,12.20799999999997,1.1599999999999682
DVA7B,-0.38999999999998636,814.811,2,1,no,no,no,no,no,no,1,3,566.7142857142857,574.983606557377,1.7142857142857142,1.6419607843137252,g,x-g,mid,M,F,0.7463431792714281,0.806621199889179,1.1599999999999682,12.544999999999959
DVA7B,0.5589999999999691,827.356,1,2,no,no,no,no,no,no,3,2,574.983606557377,621.8214285714286,1.6419607843137252,2.0376190476190477,g,x,mid,F,M,0.806621199889179,1.0657138821464514,12.544999999999959,6.22300000000007
DVA7B,0.06599999999991724,834.138,2,1,no,no,no,no,no,yes,2,1,621.8214285714286,2702,2.0376190476190477,1.53,g,g,mid,M,F,1.0657138821464514,1.599048018095379,6.22300000000007,0.17000000000007276
DVA7B,0.43499999999994543,834.374,1,2,no,no,yes,no,no,no,1,5,2702,484.37931034482756,1.53,1.8357534246575333,g,g,mid,F,M,1.599048018095379,0.8253381416415811,0.17000000000007276,18.58400000000006
DVA7B,0.1449999999999818,853.393,2,1,no,no,no,no,no,yes,5,2,484.37931034482756,1150.888888888889,1.8357534246575333,1.54,g,g,high,M,F,0.8253381416415811,0.9018496634502604,18.58400000000006,2.0149999999999864
DVA7B,0.22500000000002274,855.553,1,2,no,no,no,no,no,yes,2,NA,1150.888888888889,NA,1.54,NA,x,x,mid,F,M,0.9018496634502604,1.7816724258723817,2.0149999999999864,0.18999999999994088
DVA7B,0.6440000000000055,855.968,2,1,no,no,yes,no,no,no,NA,5,NA,467.5945945945946,NA,1.8991176470588234,x,x,mid,M,F,1.7816724258723817,0.7998001757586325,0.18999999999994088,8.051000000000045
DVA7B,0.43200000000001637,864.663,1,2,no,no,no,no,no,no,5,1,467.5945945945946,322.55555555555554,1.8991176470588234,1.8066666666666664,g,g,mid,F,M,0.7998001757586325,0.811587173699594,8.051000000000045,2.1399999999999864
DVA7B,0.3079999999999927,867.235,2,1,no,no,no,no,no,yes,1,3,322.55555555555554,1827.2,1.8066666666666664,1.426,g,g,mid,M,F,0.811587173699594,1.5751238989559668,2.1399999999999864,1.6680000000000064
DVA7B,-0.11400000000003274,869.097,1,2,no,no,yes,yes,no,no,3,1,1827.2,400.90909090909093,1.426,1.564,x,g,mid,F,M,1.5751238989559668,0.7551881471733394,1.6680000000000064,2.080000000000041
DVA7B,-0.04200000000003001,871.135,2,1,yes,no,no,no,yes,no,1,2,400.90909090909093,447.25,1.564,1.7700000000000005,g,x,low,M,F,0.7551881471733394,0.8169814197086502,2.080000000000041,9.388000000000034
DVA7B,0.3489999999999327,880.523,1,2,no,no,no,no,no,no,2,1,447.25,512.8181818181819,1.7700000000000005,1.8599999999999994,g,g-x,mid,F,M,0.8169814197086502,1.0707969334192915,9.388000000000034,4.5060000000000855
DVA7B,-1.3420000000000982,884.036,2,1,no,no,no,no,no,no,1,NA,512.8181818181819,NA,1.8599999999999994,NA,g,g,mid,M,F,1.0707969334192915,1.1238646636336813,4.5060000000000855,1.740000000000009
DVA7B,0.125,885.776,1,2,no,no,no,no,no,no,NA,5,NA,724.3333333333334,NA,1.603703703703703,x,g,mid,F,M,1.1238646636336813,1.318951655564804,1.740000000000009,12.283000000000015
DVA7B,0.45100000000002183,898.184,2,1,no,no,no,no,no,yes,5,NA,724.3333333333334,NA,1.603703703703703,NA,g,g,high,M,F,1.318951655564804,NA,12.283000000000015,NA
DVA10O,0.061000000000000165,1.64,2,1,no,no,no,no,no,no,1,NA,681.5,NA,1.53,NA,g,g,mid,F,F,2.8990339456898866,1.1081241599729883,1.64,2.6939999999999995
